method,tick,sample_id,label,class_sample_index,same_mean,different_mean,same_minus_different
weighted_jaccard,5,class091-coucal-sample02-src01583,91,2,0.1007085521858404,0.042930807244384486,0.05777774494145592
weighted_jaccard,5,class091-coucal-sample03-src01629,91,3,0.1218708801952973,0.052006332843703575,0.06986454735159373
weighted_jaccard,5,class091-coucal-sample04-src03448,91,4,0.14450777598076622,0.060351142046994,0.08415663393377222
weighted_jaccard,5,class171-Italian_greyhound-sample00-src00001,171,0,0.08169762668730993,0.0510846312597002,0.03061299542760973
weighted_jaccard,5,class171-Italian_greyhound-sample01-src02164,171,1,0.10092149074387072,0.042071464894806426,0.05885002584906429
weighted_jaccard,5,class171-Italian_greyhound-sample02-src02599,171,2,0.13506035101453945,0.044483603683606224,0.09057674733093322
weighted_jaccard,5,class171-Italian_greyhound-sample03-src02775,171,3,0.10691838904929243,0.03647848609424543,0.07043990295504701
weighted_jaccard,5,class171-Italian_greyhound-sample04-src03793,171,4,0.07354492460009177,0.057593616468696,0.015951308131395767
weighted_jaccard,5,class505-coffeepot-sample00-src00013,505,0,0.08989997988876927,0.04643480133372706,0.043465178555042214
weighted_jaccard,5,class505-coffeepot-sample01-src01487,505,1,0.08741451543352051,0.04054140079265313,0.04687311464086738
weighted_jaccard,5,class505-coffeepot-sample02-src02782,505,2,0.08885960448522719,0.04580819682419031,0.04305140766103688
weighted_jaccard,5,class505-coffeepot-sample03-src05563,505,3,0.07360883689894689,0.04883299417288308,0.024775842726063806
weighted_jaccard,5,class505-coffeepot-sample04-src05824,505,4,0.07208280350765525,0.04673226313443056,0.025350540373224692
weighted_jaccard,5,class817-sports_car-sample00-src00019,817,0,0.12190090633972725,0.05010690254231155,0.0717940037974157
weighted_jaccard,5,class817-sports_car-sample01-src00787,817,1,0.10398560284116765,0.06370866203019349,0.04027694081097416
weighted_jaccard,5,class817-sports_car-sample02-src02853,817,2,0.08460528495764712,0.03610174565535759,0.048503539302289525
